Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,P01,P02,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
10_590_0133_5_3,Activity Based Transport,0133,Specialised Supported Employment,10,Finding and Keeping a Job,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
10_599_0133_5_3,Centre Capital Cost,0133,Specialised Supported Employment,10,Finding and Keeping a Job,H,No,20220701,99991231,$2.28,$2.28,$2.28,$2.28,$2.28,$2.28,$2.28,$2.28,$3.19,$3.42,N,N,Y,N,N,Price Limited Supports
10_799_0102_5_3,Provider travel - non-labour costs,0102,Assistance to Access and Maintain Employment or higher education,10,Finding and Keeping a Job,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
10_799_0128_5_3,Provider travel - non-labour costs,0128,Therapeutic Supports,10,Finding and Keeping a Job,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
10_799_0133_5_3,Provider travel - non-labour costs,0133,Specialised Supported Employment,10,Finding and Keeping a Job,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
11_022_0110_7_3,Specialist Behavioural Intervention Support,0110,Specialist Positive Behaviour Support,11,Improved Relationships,H,No,20220701,99991231,$214.41,$214.41,$234.83,$214.41,$234.83,$234.83,$214.41,$234.83,$328.76,$352.25,Y,Y,Y,Y,N,Price Limited Supports
11_023_0110_7_3,Behaviour Management Plan Including Training in Behaviour Management Strategies,0110,Specialist Positive Behaviour Support,11,Improved Relationships,H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
11_024_0117_7_3,Individual Social Skills Development,0117,Development Of Daily Living And Life Skills,11,Improved Relationships,H,No,20220701,99991231,$70.87,$70.87,$70.87,$70.87,$70.87,$70.87,$70.87,$70.87,$99.22,$106.31,Y,Y,Y,Y,N,Price Limited Supports
11_590_0117_7_3,Activity Based Transport,0117,Development Of Daily Living And Life Skills,11,Improved Relationships,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
11_799_0110_7_3,Provider travel - non-labour costs,0110,Specialist Positive Behaviour Support,11,Improved Relationships,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
11_799_0117_7_3,Provider travel - non-labour costs,0117,Development Of Daily Living And Life Skills,11,Improved Relationships,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
12_025_0128_3_3,Advice provided by a Dietitian on managing diet for health and well-being,0128,Therapeutic Supports,12,Improved Health and Wellbeing,H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
12_027_0126_3_3,Advice provided by an Exercise Physiologist regarding exercise required,0126,Exercise Physiology & Personal Well-being Activities,12,Improved Health and Wellbeing,H,No,20220701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports
12_027_0128_3_3,Advice provided by an Exercise Physiologist regarding exercise required,0128,Therapeutic Supports,12,Improved Health and Wellbeing,H,No,20220701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports
12_029_0126_3_3,Personal training provided by a Personal Trainer to a participant,0126,Exercise Physiology & Personal Well-being Activities,12,Improved Health and Wellbeing,H,No,20220701,99991231,$59.81,$59.81,$59.81,$59.81,$59.81,$59.81,$59.81,$59.81,$83.73,$89.71,Y,Y,Y,Y,N,Price Limited Supports
12_799_0126_3_3,Provider travel - non-labour costs,0126,Exercise Physiology & Personal Well-being Activities,12,Improved Health and Wellbeing,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
12_799_0128_3_3,Provider travel - non-labour costs,0128,Therapeutic Supports,12,Improved Health and Wellbeing,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
13_030_0102_4_3,Transition Through School And To Further Education,0102,Assistance to Access and Maintain Employment or higher education,13,Improved Learning,H,No,20220701,99991231,$70.87,$70.87,$70.87,$70.87,$70.87,$70.87,$70.87,$70.87,$99.22,$106.31,Y,Y,Y,N,N,Price Limited Supports
13_590_0102_4_3,Activity Based Transport,0102,Assistance to Access and Maintain Employment or higher education,13,Improved Learning,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
13_799_0102_4_3,Provider travel - non-labour costs,0102,Assistance to Access and Maintain Employment or higher education,13,Improved Learning,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
14_033_0127_8_3,Plan Management - Set Up Costs,0127,Management of Funding for Supports,14,Improved Life Choices,E,No,20220701,99991231,$232.35,$232.35,$232.35,$232.35,$232.35,$232.35,$232.35,$232.35,$325.29,$348.54,N,N,N,N,N,Price Limited Supports
14_034_0127_8_3,Plan Management - Monthly Fee,0127,Management of Funding for Supports,14,Improved Life Choices,MON,No,20220701,99991231,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$146.23,$156.67,N,N,N,N,N,Price Limited Supports
14_799_0127_8_3,Provider travel - non-labour costs,0127,Management of Funding for Supports,14,Improved Life Choices,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_001_0118_1_3,Early Childhood Supports - Psychologist,0118,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20220701,99991231,$214.41,$214.41,$234.83,$214.41,$234.83,$234.83,$214.41,$234.83,$328.76,$352.25,Y,Y,Y,Y,N,Price Limited Supports
15_003_0118_1_3,Early Childhood Supports - Physiotherapist,0118,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20220701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports
15_005_0118_1_3,Early Childhood Supports - Early Childhood Professional,0118,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_007_0118_1_3,Early Childhood Supports - Therapy Assistant - Level 1,0118,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20220701,99991231,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$78.62,$84.24,Y,Y,Y,Y,N,Price Limited Supports
15_008_0118_1_3,Early Childhood Supports - Therapy Assistant - Level 2,0118,Early Intervention Supports For Early Childhood,15,Improved Daily Living Skills,H,No,20220701,99991231,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$121.51,$130.19,Y,Y,Y,Y,N,Price Limited Supports
15_035_0106_1_3,Assistance With Decision Making Daily Planning and Budgeting,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",15,Improved Daily Living Skills,H,No,20220701,99991231,$62.17,$62.17,$62.17,$62.17,$62.17,$62.17,$62.17,$62.17,$87.04,$93.26,Y,Y,Y,Y,N,Price Limited Supports
15_037_0117_1_3,Skill Development And Training including Public Transport Training,0117,Development Of Daily Living And Life Skills,15,Improved Daily Living Skills,H,No,20220701,99991231,$62.17,$62.17,$62.17,$62.17,$62.17,$62.17,$62.17,$62.17,$87.04,$93.26,Y,Y,Y,Y,N,Price Limited Supports
15_038_0117_1_3,Training For Carers/Parents,0117,Development Of Daily Living And Life Skills,15,Improved Daily Living Skills,H,No,20220701,99991231,$70.87,$70.87,$70.87,$70.87,$70.87,$70.87,$70.87,$70.87,$99.22,$106.31,Y,Y,Y,Y,N,Price Limited Supports
15_043_0128_1_3,Assessment Recommendation Therapy or Training - Counsellor,0128,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20220701,99991231,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$218.62,$234.24,Y,Y,Y,Y,N,Price Limited Supports
15_045_0128_1_3,Community Engagement Assistance,0128,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20220701,99991231,$45.71,$45.71,$45.71,$45.71,$45.71,$45.71,$45.71,$45.71,$63.99,$68.56,Y,Y,Y,Y,N,Price Limited Supports
15_046_0129_1_3,Specialised Driver Training,0129,Specialised Driver Training,15,Improved Daily Living Skills,E,Yes,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
15_047_0135_1_3,Selection And/or Manufacture Of Customised Or Wearable Technology,0135,Customised Prosthetics (includes Orthotics),15,Improved Daily Living Skills,H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_049_0128_1_3,Multidisciplinary Team,0128,Therapeutic Supports,15,Improved Daily Living Skills,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
15_052_0128_1_3,Therapy Assistant - Level 1,0128,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20220701,99991231,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$78.62,$84.24,Y,Y,Y,Y,N,Price Limited Supports
15_053_0128_1_3,Therapy Assistant - Level 2,0128,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20220701,99991231,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$121.51,$130.19,Y,Y,Y,Y,N,Price Limited Supports
15_054_0128_1_3,Assessment Recommendation Therapy or Training - Psychologist,0128,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20220701,99991231,$214.41,$214.41,$234.83,$214.41,$234.83,$234.83,$214.41,$234.83,$328.76,$352.25,Y,Y,Y,Y,N,Price Limited Supports
15_055_0128_1_3,Assessment Recommendation Therapy or Training - Physiotherapist,0128,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20220701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports
15_056_0128_1_3,Assessment Recommendation Therapy or Training - Other Professional,0128,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_062_0128_3_3,Assessment Recommendation Therapy or Training - Dietitian,0128,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_200_0126_1_3,Assessment Recommendation Therapy or Training - Exercise Physiologist,0126,Exercise Physiology & Personal Well-being Activities,15,Improved Daily Living Skills,H,No,20220701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports
15_200_0128_1_3,Assessment Recommendation Therapy or Training - Exercise Physiologist,0128,Therapeutic Supports,15,Improved Daily Living Skills,H,No,20220701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports
15_222400911_0124_1_3,Low Cost AT - Support Capacity Building,0124,Communication And Information Equipment,15,Improved Daily Living Skills,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_400_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$89.17,$89.17,$89.17,$89.17,$89.17,$89.17,$89.17,$89.17,$124.84,$133.75,Y,Y,Y,Y,N,Price Limited Supports
15_401_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$98.36,$98.36,$98.36,$98.36,$98.36,$98.36,$98.36,$98.36,$137.70,$147.54,Y,Y,Y,Y,N,Price Limited Supports
15_402_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Saturday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$127.20,$127.20,$127.20,$127.20,$127.20,$127.20,$127.20,$127.20,$178.09,$190.81,Y,Y,Y,Y,N,Price Limited Supports
15_403_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Sunday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$146.23,$146.23,$146.23,$146.23,$146.23,$146.23,$146.23,$146.23,$204.72,$219.34,Y,Y,Y,Y,N,Price Limited Supports
15_404_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$165.24,$165.24,$165.24,$165.24,$165.24,$165.24,$165.24,$165.24,$231.34,$247.86,Y,Y,Y,Y,N,Price Limited Supports
15_405_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$100.19,$100.19,$100.19,$100.19,$100.19,$100.19,$100.19,$100.19,$140.27,$150.29,Y,Y,Y,Y,N,Price Limited Supports
15_406_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$110.40,$110.40,$110.40,$110.40,$110.40,$110.40,$110.40,$110.40,$154.56,$165.61,Y,Y,Y,Y,N,Price Limited Supports
15_407_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Evening,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$121.79,$121.79,$121.79,$121.79,$121.79,$121.79,$121.79,$121.79,$170.50,$182.69,Y,Y,Y,Y,N,Price Limited Supports
15_408_0114_1_3,Delivery of Health Supports by a Registered Nurse - Saturday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$157.55,$157.55,$157.55,$157.55,$157.55,$157.55,$157.55,$157.55,$220.57,$236.33,Y,Y,Y,Y,N,Price Limited Supports
15_409_0114_1_3,Delivery of Health Supports by a Registered Nurse - Sunday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$181.12,$181.12,$181.12,$181.12,$181.12,$181.12,$181.12,$181.12,$253.57,$271.69,Y,Y,Y,Y,N,Price Limited Supports
15_410_0114_1_3,Delivery of Health Supports by a Registered Nurse - Public Holiday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$204.70,$204.70,$204.70,$204.70,$204.70,$204.70,$204.70,$204.70,$286.57,$307.05,Y,Y,Y,Y,N,Price Limited Supports
15_411_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Night,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$124.05,$124.05,$124.05,$124.05,$124.05,$124.05,$124.05,$124.05,$173.67,$186.08,Y,Y,Y,Y,N,Price Limited Supports
15_412_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$127.70,$127.70,$127.70,$127.70,$127.70,$127.70,$127.70,$127.70,$178.78,$191.55,Y,Y,Y,Y,N,Price Limited Supports
15_413_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$140.86,$140.86,$140.86,$140.86,$140.86,$140.86,$140.86,$140.86,$197.21,$211.29,Y,Y,Y,Y,N,Price Limited Supports
15_414_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Saturday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$182.23,$182.23,$182.23,$182.23,$182.23,$182.23,$182.23,$182.23,$255.13,$273.36,Y,Y,Y,Y,N,Price Limited Supports
15_415_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Sunday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$209.51,$209.51,$209.51,$209.51,$209.51,$209.51,$209.51,$209.51,$293.32,$314.28,Y,Y,Y,Y,N,Price Limited Supports
15_416_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Public Holiday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$236.78,$236.78,$236.78,$236.78,$236.78,$236.78,$236.78,$236.78,$331.50,$355.17,Y,Y,Y,Y,N,Price Limited Supports
15_417_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Night,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$143.50,$143.50,$143.50,$143.50,$143.50,$143.50,$143.50,$143.50,$200.90,$215.25,Y,Y,Y,Y,N,Price Limited Supports
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$151.03,$151.03,$151.03,$151.03,$151.03,$151.03,$151.03,$151.03,$211.45,$226.55,Y,Y,Y,Y,N,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$166.62,$166.62,$166.62,$166.62,$166.62,$166.62,$166.62,$166.62,$233.26,$249.93,Y,Y,Y,Y,N,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$215.63,$215.63,$215.63,$215.63,$215.63,$215.63,$215.63,$215.63,$301.88,$323.45,Y,Y,Y,Y,N,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$247.92,$247.92,$247.92,$247.92,$247.92,$247.92,$247.92,$247.92,$347.09,$371.88,Y,Y,Y,Y,N,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$280.21,$280.21,$280.21,$280.21,$280.21,$280.21,$280.21,$280.21,$392.29,$420.32,Y,Y,Y,Y,N,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$169.73,$169.73,$169.73,$169.73,$169.73,$169.73,$169.73,$169.73,$237.62,$254.59,Y,Y,Y,Y,N,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$157.90,$157.90,$157.90,$157.90,$157.90,$157.90,$157.90,$157.90,$221.06,$236.85,Y,Y,Y,Y,N,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$174.18,$174.18,$174.18,$174.18,$174.18,$174.18,$174.18,$174.18,$243.85,$261.28,Y,Y,Y,Y,N,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,0114,Community Nursing Care,15,Improved Daily Living Skills,H,No,20220701,99991231,$225.44,$225.44,$225.44,$225.44,$225.44,$225.44,$225.44,$225.44,$315.61,$338.16,Y,Y,Y,Y,N,Price Limited Supports
